Data regime,Premium uncertainty ratio,Capital load proxy multiple,Premium discount from strong controls
A,0.7873552823486594,56.274647127750505,0.6934362839991792
B,0.302768359879095,56.274647127750505,0.6934362839991792
C,0.302768359879095,56.274647127750505,0.6934362839991792
